year,country,"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)",Research and development expenditure (% of GDP),Scientific and technical journal articles,"Patent applications, nonresidents","Patent applications, residents",High-technology exports (current US$),High-technology exports (% of manufactured exports)
2015,CHL,1635419969.01614,41950301.36,0.382959991693497,6161.44,2831.0,443.0,580229395.0,6.72253052606446
2015,CHN,22022366054.63,1084600061.07,2.05700993537903,406733.9,133612.0,968252.0,652412308349.0,30.4312672747562
2015,COL,1345633687.5,101196816.40625,0.365420013666153,5383.5,1921.0,321.0,823794429.0,9.8493456203733
2015,CRI,495827687.753367,435590.958032504,0.436650007963181,363.09,582.0,17.0,869824563.0,16.9840779616817
2015,CZE,1227305475.24099,465248147.477344,1.91689002513885,16488.26,72.0,880.0,24765844904.0,17.7344072038512
2015,DEU,10117945573.825,24082893579.6635,2.9337899684906,108479.28,19509.0,47384.0,199465124309.0,17.8243752766447
2015,DNK,1530214735.28804,2088570347.38057,3.05497002601624,14343.41,270.0,1462.0,10082748969.0,17.1655001970314
2015,ECS,252588270302.451,159705337644.497,2.00003704263923,775207.79686165,139754.0,218330.0,762240820702.0,17.9862717369405
2015,ESP,4520612370.80118,1613627620.2198,1.22178995609283,55305.66,221.0,2799.0,13111339617.0,6.88833506484239
2015,EST,43591116.4630313,11896638.9338109,1.4677699804306,1544.89,6.0,30.0,2053390810.0,22.7144676294333
2015,FIN,832316827.075512,2455297313.72212,2.87195992469788,11122.9,127.0,1289.0,4250905950.0,10.1842827866076
2015,FRA,15661389478.232,15181310616.779,2.2270200252533,72732.87,1994.0,14306.0,109712844802.0,28.2116908505326
2015,GBR,12272044034.1488,20758451364.913,2.27566003799438,101175.14,7934.0,14867.0,74614813819.0,22.3335907744673
2015,GEO,6985876.37,566769.6,0.293969988822937,490.4,172.0,99.0,34242243.0,5.78910466719946
2015,GRC,290739287.515017,54111479.9330558,0.966050028800964,11331.18,23.0,550.0,1330159357.0,12.9218253082768
2015,GTM,153058570.0,16477460.0,0.0306400004774332,85.69,341.0,7.0,249132210.0,5.4761635770507
2015,HRV,268293498.085788,44375952.0276504,0.823780000209808,4115.56,17.0,169.0,915727467.0,10.7066240086763
2015,HUN,2006472537.39728,1534475543.75959,1.33958995342255,6586.04,64.0,569.0,14668188045.0,17.08325844517
2015,IND,5009034406.59605,466556838.054459,0.693099975585938,98300.94,33079.0,12579.0,14588767825.0,8.02476917234515
2015,ISL,83750707.9610758,232042689.981485,2.18138003349304,615.26,6.0,40.0,111537786.0,20.1396578475779
2015,ISR,1061600000.0,1096100000.0,4.29840993881226,12249.84,5623.0,1285.0,14350467000.0,23.6539775366063
2015,JPN,17033762145.6497,36476971138.5854,3.24071002006531,102018.5,59882.0,258839.0,98394425742.0,18.0454889300336
2015,KAZ,149088505.0,885710.0,0.169510006904602,1110.37,232.0,1271.0,2855226725.0,43.4296221763068
2015,KGZ,5954780.0,1392185.0,0.119029998779297,48.24,4.0,122.0,43740659.0,12.2460206170046
2015,KOR,10055900000.0,6553500000.0,3.97819995880127,62722.77,46419.0,167275.0,147046540245.0,31.2119270912605
2015,LCN,16904247385.8267,1478148233.80874,0.760756667759772,94686.3472027181,56102.0,7561.0,74872878683.0,13.7505223920355
2015,LTU,48349772.0121237,22863266.0566114,1.04340994358063,2474.04,18.0,101.0,1919844678.0,12.7802328819912
2015,LUX,2011522179.74989,1150283311.52668,1.2522599697113,816.06,119.0,128.0,702205301.0,7.1063570044196
2015,LVA,34415898.6423258,6659748.2204893,0.619400024414062,1398.7,1.0,136.0,1291461256.0,18.9245461809776
2015,MDA,18370000.0,4480000.0,0.307350009679794,190.6,60.0,64.0,20726514.0,4.60975269861678
2015,MEX,3947789516.0,398759507.0,0.414770007133484,14570.29,16707.0,1364.0,60222704580.0,19.5727021142392
2015,MLT,679181704.423428,497572086.49032,0.715149998664856,330.89,2.0,9.0,634073649.0,30.7947211780704
2015,MNG,15585952.2089003,2387056.27236686,0.156399995088577,101.76,128.0,109.0,3152908.0,4.16465439611581
2015,MYS,1294968669.41863,88671089.3373571,1.27945005893707,18099.96,6455.0,1272.0,64470973254.0,48.4853806485296
2015,NAC,45919248818.1479,115238280234.122,2.68778851646004,498391.200268312,333762.0,292612.0,203565472010.0,20.222886473906
2015,NLD,78961182633.3562,41004012095.1371,2.1460599899292,31744.65,287.0,2207.0,69778885270.0,24.074012919385
2015,NZL,837125959.222959,369228462.074208,1.22789001464844,7892.26,5317.0,1184.0,657060269.0,10.1125452318052
2015,PAK,180000000.0,15000000.0,0.221929997205734,8116.95,677.0,209.0,266537589.0,1.60383333392069
2015,PAN,57000000.0,5900000.0,0.107450000941753,164.37,389.0,14.0,457.0,0.0004672958739144
2015,PER,421403538.329017,13684929.0,0.117020003497601,899.29,1182.0,67.0,302441321.0,5.24340385328889
2015,POL,2431000000.0,415000000.0,1.00423002243042,32723.75,139.0,4676.0,16502308101.0,10.7755213322015
2015,PRT,700149438.135421,81774306.2495582,1.24329996109009,14810.29,20.0,925.0,2095894950.0,5.07995277461314
2015,ROU,834447967.07584,90641332.0534092,0.487960010766983,10357.99,78.0,975.0,4436062615.0,9.41414780224134
2015,RUS,5633850000.0,726170000.0,1.10084998607635,51956.58,16248.0,29269.0,11478187273.0,15.992066533226
2015,SGP,19400287309.2939,8651355627.07981,2.1744499206543,11536.92,9345.0,1469.0,138752871056.0,52.2174549984101
2015,SLV,70203548.96,29143493.3225,0.143480002880096,24.62,196.0,7.0,208807068.0,4.97701394933062
2015,SVK,522191217.206064,26246728.1282847,1.1572699546814,5066.29,28.0,228.0,7465236079.0,11.1586996928016
2015,SWE,4240090689.6807,8570297469.18668,3.21902990341187,21197.56,390.0,2038.0,18916107685.0,18.1290954128906
2015,THA,4121492145.40461,84671391.1682498,0.616089999675751,8535.21,7138.0,1029.0,38817555616.0,23.9081912453329
2015,TTO,75381069.4582593,807323.586481127,0.0799600034952164,151.67,165.0,3.0,5633308.0,0.137939995933791
2015,TUN,20952016.8227872,21767667.1127254,0.594129979610443,4873.17,409.0,180.0,838436577.0,7.78542972606668
2015,TUR,1624000000.0,81000000.0,0.967320024967194,32539.53,489.0,5352.0,3872189201.0,3.43610443571744
2015,UKR,358000000.0,85000000.0,0.614769995212555,7534.41,2226.0,2271.0,1494839137.0,8.03896421995305
2015,URY,102899213.553447,37567858.3724656,0.351090013980865,697.03,532.0,26.0,273945030.0,14.742597869668
2015,USA,35178000000.0,111151000000.0,2.77327990531921,436908.38,301075.0,288335.0,175321672223.0,21.3904480368657
2015,ZAF,1641134757.33458,126114070.900254,0.731469988822937,11148.43,6608.0,889.0,2810596503.0,7.40645815320547
2016,ARG,2108388364.21439,168807424.709248,0.558149993419647,8601.99,2925.0,884.0,1333427025.0,8.9823994804111
2016,AUT,1478672010.02753,1170283651.7771,3.11654996871948,12976.33,237.0,2078.0,17333979956.0,14.4532591877111
2016,BEL,2759594690.663,3785873237.5491,2.52338004112244,16792.56,119.0,1054.0,27175805685.0,13.3312451633933
2016,BGR,183510000.0,50430000.0,0.770089983940125,2544.29,11.0,230.0,1368015151.0,8.98610305298707
2016,BIH,7831871.70104501,13046125.1194854,0.213369995355606,584.92,6.0,60.0,96206577.0,2.73442380884611
2016,BLR,125700000.0,27500000.0,0.500630021095276,1008.15,66.0,455.0,626372393.0,4.87527975282095
2016,BRA,5315108647.86,650833689.72,1.28637003898621,55719.12,22810.0,5200.0,10375539028.0,16.0001642772964
2016,CAN,11567469044.0284,4514595456.95755,1.72903001308441,61324.12,30667.0,4078.0,26203266317.0,14.0996116936098
2016,CHL,1730596606.64541,38437446.35,0.371030002832413,6774.99,2521.0,386.0,720871030.0,8.42437955941115
2016,CHN,23979580207.69,1161195654.71,2.10033011436462,436613.57,133522.0,1204981.0,594754428555.0,30.2545232296357
2016,COL,1257276812.5,99122533.203125,0.270509988069534,6417.19,1658.0,545.0,766933461.0,10.1857957756345
2016,CRI,503368674.564575,5370940.35711397,0.443349987268448,425.5,497.0,9.0,951904772.0,18.4424705219172
2016,CZE,1193119442.95987,445442311.13334,1.67002999782562,16418.09,47.0,792.0,24696483302.0,16.8728021438796
2016,DEU,11295106925.6022,28726730973.8086,2.94039011001587,110725.54,19419.0,48480.0,205114885619.0,18.0827014214761
2016,DNK,1625778239.46017,2429038179.13235,3.09282994270325,14395.75,298.0,1552.0,10051342801.0,14.8833242354843
2016,ECS,220197323594.588,157701363296.738,1.98472489921346,791472.358812431,138799.0,224785.0,784672819022.0,18.2228242578426
2016,ESP,4987966184.83067,1919938921.59532,1.18985998630524,55591.05,177.0,2745.0,15601713039.0,7.80248141094868
2016,EST,51669819.0315086,11485129.1031048,1.24305999279022,1575.25,1.0,29.0,2107825808.0,21.9072583684186
2016,FIN,876927845.023377,3030847431.06449,2.72442007064819,11298.48,108.0,1260.0,3966871438.0,10.052829776298
2016,FRA,14758167584.4989,15480530599.8804,2.22237992286682,71971.68,2012.0,14206.0,108836528649.0,27.9331801598168
2016,GBR,11373848882.3094,18692989325.1197,2.32051992416382,101572.0,8183.0,13876.0,73847891849.0,23.5591126028431
2016,GEO,19491612.75,795201.33,0.280250012874603,592.01,178.0,96.0,16319719.0,3.44853487096684
2016,GRC,246662484.026933,77870831.5726564,1.00529003143311,11175.8,40.0,606.0,1416985518.0,13.7270081175833
2016,GTM,170383790.0,14069750.0,0.0231100004166365,91.55,266.0,3.0,259701215.0,5.81591535262668
2016,HRV,268773713.906519,52053174.6627093,0.844330012798309,4068.08,13.0,175.0,1336109796.0,14.4016994474882
2016,HUN,1446684697.92787,1760622200.24784,1.1798700094223,6531.06,49.0,616.0,15894221309.0,17.5764530213374
2016,IDN,1732362913.26963,46702857.3152511,0.245350003242493,6753.72,8538.0,1101.0,5415731582.0,7.99860974921307
2016,IND,5466041709.7527,524879155.063454,0.669839978218079,107483.91,31858.0,13199.0,14266747536.0,7.66325704378624
2016,IRL,76937390912.3201,9518076253.46178,1.17716002464294,7148.95,70.0,79.0,37992126178.0,32.8418171476767
2016,ISL,105225068.806406,193174457.975438,2.11011004447937,674.43,3.0,35.0,136817642.0,23.3894322573227
2016,ISR,1202100000.0,1265200000.0,4.58822011947632,12479.66,5119.0,1300.0,12192743000.0,21.8196172712291
2016,ITA,5686268683.24166,3282012745.76284,1.36642003059387,70793.77,973.0,8848.0,31090352971.0,8.29074616964551
2016,JOR,24084507.0422535,22112676.056338,0.695469975471497,1672.05,256.0,22.0,149415961.0,3.37782667964516
2016,JPN,20246369822.2082,39136372676.8632,3.10665988922119,102449.32,58137.0,260244.0,99260695081.0,17.620423854837
2016,KAZ,126873670.0,1089830.0,0.141790002584457,1470.61,231.0,993.0,2073669213.0,32.0985345639872
2016,KGZ,7538903.0,2682808.0,0.111210003495216,106.29,5.0,84.0,66838962.0,19.631318350849
2016,KOR,9429400000.0,6936000000.0,3.9870400428772,62915.13,45406.0,163424.0,135906055229.0,30.5250266717443
2016,LCN,17005370356.1375,1679459091.95431,0.722696240124724,100110.268948407,50470.0,8674.0,78222524651.0,14.9287212065921
2016,LTU,66926847.3239623,27826815.3408951,0.842410027980804,2335.81,58.0,95.0,1962936712.0,12.6400013901436
2016,LUX,3004043542.34488,1437845134.10117,1.26689994335175,874.4,301.0,143.0,811598442.0,7.96708640448661
2016,LVA,36455711.9106228,5505751.5716877,0.435140013694763,1347.95,18.0,95.0,1203265197.0,17.2405289724488
2016,MDA,19490000.0,6380000.0,0.280039995908737,292.07,64.0,91.0,15491763.0,3.48388749123713
2016,MDG,8039022.43832656,3121201.49945989,0.012640000320971,100.7,30.0,6.0,10870921.0,1.54980929380356
2016,MEX,4299087599.0,522082664.0,0.376010000705719,15194.65,16103.0,1310.0,62489596572.0,20.6541116351274
2016,MLT,840302814.204854,564227477.266593,0.55689001083374,359.9,1.0,3.0,582916892.0,21.9332549680228
2016,MNG,24610007.2478,1921813.208,0.183449998497963,117.4,107.0,112.0,35523918.0,16.4846204108777
2016,MYS,1347909837.07818,114585606.132854,1.41516995429993,18747.44,6127.0,1109.0,63205038631.0,49.058669616671
2016,NAC,53549930519.5087,117495720456.958,2.75351540027586,498961.4646206,340911.0,299405.0,200187994468.0,20.9801250128256
2016,NLD,43031376893.4712,30193330153.4267,2.15081000328064,31496.18,314.0,2290.0,71059988656.0,24.0087404866077
2016,PAN,47000000.0,1962192.0,0.132400006055832,154.78,349.0,68.0,822563.0,1.15654400726274
2016,PER,379133896.098728,16881634.0,0.120080001652241,1071.41,1091.0,72.0,186687352.0,4.79971259913924
2016,POL,2692000000.0,444000000.0,0.968209981918335,34267.43,135.0,4261.0,16888118842.0,10.7154228014203
2016,PRT,813725639.96919,103808750.890903,1.28075003623962,14398.94,27.0,724.0,2457361282.0,5.80540001054449
2016,ROU,832020078.024267,72390679.2494596,0.488640010356903,9456.26,58.0,1005.0,5254489145.0,10.3924513925489
2016,RUS,4997360000.0,547760000.0,1.10238003730774,61137.3,14792.0,26795.0,11237691896.0,15.7901190501232
2016,SGP,15650940546.8576,7045872839.45989,2.07276010513306,12074.78,9379.0,1601.0,134940438968.0,52.2327295013631
2016,SLV,136773816.79,55829521.84,0.144930005073547,29.01,171.0,4.0,223937538.0,5.37320139679434
2016,SVK,686313614.348316,30992571.8859109,0.788569986820221,5485.35,15.0,220.0,7474395968.0,10.7371880441488
2016,SWE,3388227720.04536,7960038582.66227,3.24735999107361,21161.98,352.0,2032.0,18699490249.0,17.8376016375053
2016,THA,3979483476.26846,69126566.6120386,0.778289973735809,9584.81,6722.0,1098.0,39029549638.0,24.1533912741093
2016,TTO,53970155.7920764,1720186.86170982,0.0862599983811378,206.67,133.0,3.0,5563408.0,0.157263834515161
2016,TUN,17504383.8549992,22765009.853975,0.56538999080658,5415.09,348.0,235.0,871067168.0,7.85596751497277
2016,TUR,1882000000.0,89000000.0,1.11978995800018,34932.25,618.0,6230.0,3421690692.0,3.03814599740941
2016,UKR,358000000.0,73000000.0,0.483390003442764,7962.38,1862.0,2233.0,1123013376.0,6.67894123051556
2016,USA,41974000000.0,112981000000.0,2.8367600440979,437546.04,310244.0,295327.0,173983447240.0,22.4192942002286
2016,ZAF,1831242820.87593,139258220.834715,0.749920010566711,12184.62,6506.0,704.0,2398089362.0,6.65712319984824
2017,ARG,2350351644.7677,356498295.973946,0.556309998035431,8793.98,3050.0,393.0,1487363816.0,9.20544177021613
2017,AUS,4610198115.84891,1632012447.09753,1.87918996810913,55219.84,26403.0,2503.0,4902492267.0,18.0967924595604
2017,AUT,1679175801.21233,1285998316.80964,3.05656003952026,13072.27,232.0,2073.0,17025647706.0,12.8851997037889
2017,BEL,3591804626.30626,3636958954.1829,2.66666007041931,16305.94,216.0,1001.0,25235406983.0,11.4917903557909
2017,BGR,178800000.0,52660000.0,0.740369975566864,2963.85,23.0,202.0,1682865600.0,9.63608854549453
2017,BIH,8759802.10725274,11614987.2591783,0.197799995541573,748.93,12.0,87.0,236663996.0,5.44354933849204
2017,BLR,157100000.0,35100000.0,0.584110021591187,1080.38,90.0,434.0,721137103.0,4.60498280955259
2017,BRA,5402128503.78,642157301.16,1.11749994754791,59143.03,20178.0,5480.0,10715201949.0,14.3118892236086
2017,CAN,11833542181.4764,4887062281.53504,1.68701994419098,61601.66,30969.0,4053.0,26938349605.0,14.3488055729531
2017,CHE,24256654478.5259,25387358112.5518,3.07698011398315,23044.72,291.0,1337.0,29834784801.0,14.0238568621919
2017,CHL,1709057253.35149,50489332.23,0.356790006160736,6921.66,2469.0,425.0,634869020.0,7.1060964752424
2017,CHN,28746479819.35,4803034260.13,2.11602997779846,468712.74,135885.0,1245709.0,654254700212.0,30.9118639785891
2017,COL,1275576187.5,134001691.40625,0.261090010404587,6701.16,1777.0,595.0,692527611.0,8.96236276389192
2017,CRI,538240000.0,5639487.37496967,0.425870001316071,483.69,504.0,19.0,1106655213.0,18.4952181840988
2017,CYP,231643105.182727,186240441.513195,0.542590022087097,1223.71,4.0,8.0,54653535.0,13.3499611387371
2017,CZE,1243172654.75133,421049854.502799,1.76855003833771,16387.57,66.0,794.0,29455304775.0,17.8292568189487
2017,DEU,14364977912.1091,31302945582.499,3.04710006713867,111426.61,19927.0,47785.0,195727088512.0,15.850578794452
2017,DNK,1488297357.09907,3202244987.18987,2.93124008178711,14654.73,282.0,1490.0,8888105150.0,12.4557209309841
2017,DZA,147268735.110325,138472.735684044,0.478650003671646,5141.7,594.0,149.0,9028313.0,0.960396672710236
2017,ECS,240534740491.741,176077523211.966,2.03749520841125,802851.812299825,143949.0,222576.0,758819674532.0,16.0462263791154
2017,ESP,5065245408.98261,2373442084.84579,1.20976996421814,55884.36,176.0,2167.0,14946962289.0,6.99949013494316
2017,EST,62014803.5167385,20217819.2640978,1.27684998512268,1589.67,4.0,37.0,1846642347.0,17.9646942764807
2017,ETH,9802537.58938877,139794.895503606,0.274370014667511,1630.8,39.0,14.0,7937400.0,5.83937193918337
2017,FIN,1022698642.46366,3072987936.20346,2.72786998748779,10979.67,139.0,1390.0,4405324838.0,9.6573147330322
2017,FRA,15848918872.8028,16837462533.2913,2.1988799571991,70699.91,1832.0,14415.0,108867689621.0,26.0180218998669
2017,GBR,12319573286.3937,22094297816.4282,2.32602000236511,102026.8,8771.0,13301.0,73731450536.0,22.6194649609659
2017,GEO,24691784.03,332992.75,0.266449987888336,542.95,157.0,75.0,21231758.0,2.96686397314837
2017,GRC,347582001.463376,75578578.6327832,1.15227997303009,11146.65,91.0,498.0,1384671573.0,12.1148895809545
2017,GTM,194885240.0,15596720.0,0.0295499991625547,105.53,275.0,3.0,246967065.0,5.34358147059366
2017,HRV,307307535.852533,55257292.9209497,0.841499984264374,4433.35,11.0,148.0,926522170.0,8.73810136016396
2017,HUN,1597954987.84853,1655140183.43893,1.3170200586319,6766.09,36.0,496.0,17001565128.0,17.2630732776764
2017,IDN,1900641452.53213,49809737.2170658,0.238049998879433,13002.06,7032.0,2271.0,5971620053.0,8.44632702628773
2017,IND,6515405393.63595,659628260.998323,0.666029989719391,113508.58,31621.0,14961.0,15104651310.0,7.36208114076572
2017,IRL,75943850018.961,11050093343.7291,1.24865996837616,7288.93,75.0,62.0,35187488969.0,29.3340262522775
2017,ISL,116324860.596894,256539019.076824,2.0836501121521,641.27,8.0,36.0,167559775.0,26.3759840115862
2017,ISR,1351600000.0,1264300000.0,4.74306011199951,12507.34,5377.0,1436.0,12057518000.0,21.0679788533896
2017,ITA,5739773745.98012,4171340680.71959,1.37012994289398,72117.06,1031.0,8643.0,31877714689.0,7.8052686500986
2017,JPN,21381387583.9079,41721260134.2765,3.16635990142822,102425.45,58189.0,260292.0,106357714667.0,17.5942774665502
2017,KAZ,117050999.268369,694840.0,0.126670002937317,1690.02,173.0,1055.0,1785382621.0,24.2104171386819
2017,KGZ,5301675.0,804691.0,0.107069998979568,115.48,9.0,137.0,88906754.0,17.6123403863741
2017,KOR,9701600000.0,7286800000.0,4.29205989837646,64096.89,45691.0,159084.0,166656272251.0,32.546316460744
2017,LCN,17481106805.6866,1895343054.6321,0.652333670743791,106042.13723115,48231.0,8651.0,85914874207.0,14.4520269104404
2017,LTU,67754950.8573198,30918143.0700106,0.896260023117065,2400.43,46.0,81.0,2317776578.0,12.5193567980791
2017,LUX,4216207811.87886,1506377154.16917,1.23898005485535,831.12,512.0,156.0,623101763.0,6.9688410293022
2017,LVA,47688935.2711802,7938489.3264799,0.511039972305298,1557.08,7.0,90.0,1413241527.0,17.7178874798781
2017,MDA,25150000.0,5640000.0,0.257889986038208,239.49,37.0,73.0,30060831.0,5.3934747176002
2017,MDG,18645925.5172857,3489851.62171701,0.0127499997615814,133.24,42.0,9.0,9810822.0,1.28948585834724
2017,MEX,4647755230.0,458086880.0,0.319550007581711,16177.94,15850.0,1334.0,69637771602.0,21.1680967750153
2017,MLT,936990006.802194,431167900.87444,0.552320003509521,422.04,7.0,5.0,650667575.0,30.3770554777466
2017,MNG,15696187.186154,999069.924246545,0.134200006723404,150.84,104.0,124.0,3779196.0,3.46794374833655
2017,MUS,19759852.0052901,834799.906037476,0.354229986667633,167.13,18.0,1.0,28412077.0,2.3854111877829
2017,NAC,56247633048.1764,123034450279.535,2.79075236954305,502111.531049123,344021.0,297957.0,181541904524.0,18.3925391291283
2017,NLD,49502617553.6474,36741952024.1792,2.17857003211975,31643.49,365.0,2241.0,77793879014.0,22.9219025245367
2017,NOR,1381215431.24482,676051284.35717,2.08167004585266,11973.4,908.0,1152.0,4265636721.0,21.5970984465797
2017,NZL,921694042.452713,606278029.640097,1.34905004501343,8178.13,5146.0,1014.0,564057385.0,9.2522910740142
2017,PAK,227000000.0,10000000.0,0.212139993906021,11152.3,505.0,193.0,360255508.0,2.1763687688896
2017,PAN,46300000.0,14077872.3,0.135299995541573,175.99,376.0,33.0,182494.0,0.294864160259367
2017,PER,306382719.154721,26290389.47,0.120849996805191,1389.87,1119.0,100.0,211714389.0,5.12232328639173
2017,POL,3167000000.0,575000000.0,1.03785002231598,33886.6,117.0,3924.0,18837376641.0,10.6673187252222
2017,PRT,892938043.009567,155382453.374689,1.3192800283432,14405.2,36.0,644.0,2816256592.0,5.98812595371655
2017,ROU,911037524.083505,74529626.3727777,0.506929993629456,9734.81,80.0,1098.0,5558598945.0,9.77959738479042
2017,RUS,5979770000.0,732790000.0,1.10967004299164,68641.1,14106.0,22777.0,10385740894.0,12.3246991949294
2017,SGP,15793616597.5705,8065608197.40391,1.899129986763,12189.62,9321.0,1609.0,146768997288.0,53.0979447946172
2017,SLV,138322271.49,62456353.55,0.180779993534088,29.67,178.0,4.0,251239528.0,5.73736147193314
2017,SVK,707176953.348284,26666569.1629385,0.884559988975525,5691.88,23.0,183.0,8807968041.0,11.7654202302728
2017,SWE,5118824999.53696,8038041493.77219,3.36279010772705,21174.66,305.0,1992.0,17107877138.0,15.1103424459526
2017,THA,4280771966.99962,101457141.199117,1.00165998935699,11108.45,6886.0,979.0,43935559396.0,25.0947352815091
2017,TUN,16574186.0152722,20748731.6201163,0.699540019035339,5614.15,383.0,172.0,850828851.0,7.38975259439514
2017,TUR,1777000000.0,112000000.0,1.17631995677948,33087.1,380.0,8175.0,4069123083.0,3.23291293505096
2017,UKR,430000000.0,72000000.0,0.448790013790131,9161.78,1764.0,2283.0,1213593921.0,6.16592909585636
2017,URY,122680491.611197,39684711.0,0.440519988536835,802.09,500.0,23.0,129215276.0,8.49114263279873
2017,USA,44406000000.0,118147000000.0,2.88356995582581,440417.99,313052.0,293904.0,154602417969.0,19.2659699620243
2017,UZB,31372222.9,718877.49311375,0.148340001702309,340.02,196.0,357.0,39348767.0,1.5432836613328
2017,ZAF,1883350101.04303,157684448.846503,0.762570023536682,13020.27,6816.0,728.0,2198581396.0,5.67982442723305
2018,ARG,2054243292.9621,321051040.765632,0.488299995660782,9234.47,3242.0,425.0,647172446.0,5.40298410146417
2018,AUT,1802604712.1337,1365840707.44505,3.09182000160217,13121.29,168.0,2039.0,16680037036.0,11.6500759838374
2018,AZE,82906739.1411765,6810769.55882353,0.184159994125366,810.68,16.0,155.0,21177987.0,4.34552506108911
2018,BEL,3809794821.41026,4161056603.99267,2.86017990112305,16529.95,218.0,892.0,28165595899.0,11.7058640594516
2018,BGR,208970000.0,88850000.0,0.754130005836487,3375.36,18.0,180.0,2012291354.0,10.3728902592084
2018,BIH,8376030.03716454,26777680.25989,0.191990002989769,761.17,12.0,84.0,261343236.0,5.25474301922066
2018,BLR,178700000.0,66100000.0,0.604430019855499,1228.81,94.0,453.0,757854091.0,4.28389065938672
2018,BRA,5124101633.46,825475487.44,1.16769003868103,63130.11,19877.0,4980.0,11063190965.0,14.7442418256611
2018,CAN,12724585775.6879,6317995390.69011,1.73720002174377,63648.46,31812.0,4349.0,30480481649.0,15.4222842964733
2018,CHL,2034376887.58784,46185212.23,0.369159996509552,7572.42,2694.0,406.0,667789266.0,6.91141099413123
2018,CHN,35782953953.25,5561288668.09,2.14057993888855,532295.26,148187.0,1393815.0,731389331452.0,31.5481478595353
2018,COL,1412618281.25,143866519.53125,0.312330007553101,7531.98,1808.0,415.0,603548552.0,7.22139251354653
2018,CRI,623646376.514755,5937403.74279113,0.3714399933815,542.38,490.0,8.0,1148832582.0,18.4668840173132
2018,CZE,1492994403.79622,498219527.069702,1.89906001091003,15899.72,54.0,678.0,36029727754.0,19.5549977904499
2018,DEU,16367799982.3352,36595706878.3974,3.11011004447937,111308.13,21281.0,46617.0,209762237943.0,15.7474335584013
2018,DNK,1584730653.08989,3797467556.60634,2.96602988243103,14802.91,239.0,1262.0,9553980118.0,12.3547301877073
2018,ECS,264370696306.188,203847266224.096,2.07559390801627,819402.337821159,147900.0,223725.0,811186092069.0,15.5858484202235
2018,ESP,6644636046.14468,2527128831.19963,1.24151003360748,57270.34,149.0,1525.0,15484719194.0,6.76693548745416
2018,EST,66881559.9617491,16138594.7517491,1.40998995304108,1503.59,6.0,24.0,1911072435.0,18.2045260067525
2018,FIN,1066485644.78938,3456439587.82967,2.75748991966248,11150.48,100.0,1387.0,4515449913.0,9.01765355032152
2018,FRA,14350251457.7207,17738475410.1081,2.19666004180908,69234.08,1919.0,14303.0,117655413928.0,25.9347849255776
2018,GBR,14657516755.9851,23975067686.0816,2.71124005317688,102782.03,8076.0,12865.0,75625933738.0,22.3331118559009
2018,GEO,27053208.22,270121.8,0.275730013847351,548.01,157.0,103.0,23144128.0,2.88677086815774
2018,GRC,382963979.59026,95818326.1507669,1.21370995044708,11287.46,149.0,430.0,1755535165.0,12.9551889486437
2018,GTM,209674630.0,16198890.0,0.0293799992650747,106.75,228.0,6.0,255865387.0,5.31041212978891
2018,HRV,310756486.950549,68602776.1996339,0.943120002746582,4721.48,15.0,121.0,1011950033.0,8.83753101502131
2018,HUN,1628927748.17578,1812160452.82734,1.50775003433228,6875.82,36.0,407.0,18051188622.0,16.8209858629646
2018,IDN,1470072409.73796,61194660.7122356,0.226319998502731,21795.18,8347.0,1407.0,6382145126.0,8.21299200751234
2018,IND,7905957776.50492,784900902.149806,0.660009980201721,130234.95,33766.0,16289.0,20197216794.0,9.04145168835151
2018,IRL,86235726356.3278,15092367259.7528,1.10697996616364,7457.08,32.0,76.0,36589471149.0,25.0152782298751
2018,ISL,132737142.259187,59258328.1687429,2.00080990791321,720.82,10.0,56.0,143434873.0,23.4740318421698
2018,ISR,1381900000.0,1273100000.0,4.91450977325439,12752.3,5857.0,1506.0,12968810000.0,22.5362840096475
2018,ITA,5141287990.29304,4941537839.0293,1.42443001270294,73693.73,900.0,8921.0,32468393639.0,7.47655885813922
2018,JPN,21993730961.7517,45571207969.359,3.21919989585876,103957.43,59937.0,253630.0,110919852153.0,17.2970528139362
2018,KAZ,167710230.0,912060.0,0.116829998791218,1973.65,193.0,789.0,1772255489.0,23.5707068133801
2018,KOR,9812300000.0,7749100000.0,4.51632976531982,66892.64,47431.0,162561.0,192788494176.0,36.3912233579129
2018,LCN,18525777523.6253,2032108282.992,0.644778947781676,113889.334699102,46257.0,8183.0,90492813110.0,13.9796095295717
2018,LTU,61738440.4847069,31113008.1311356,0.936619997024536,2353.94,24.0,81.0,2516321201.0,12.102708320773
2018,LUX,4208615195.32112,1769285743.38034,1.17180001735687,911.61,243.0,152.0,858272049.0,6.97324123677991
2018,LVA,64586076.547619,10612939.1391941,0.638689994812012,1448.69,24.0,86.0,1879359261.0,20.5482713532015
2018,MDA,29790000.0,3510000.0,0.256260007619858,211.47,21.0,92.0,18848598.0,2.51881364001274
2018,MEX,5073984251.0,509830134.0,0.29815998673439,17182.13,14869.0,1555.0,74827258646.0,20.8917456407643
2018,MLT,726070718.679303,293447639.489377,0.572109997272491,445.9,15.0,2.0,760310070.0,33.0708086421311
